;accommodates;bathrooms;bedrooms;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;minimum_nights;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed;host_has_profile_pic_f;host_has_profile_pic_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;bed_type_Airbed;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;instant_bookable_f;instant_bookable_t;is_business_travel_ready_f;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60
186999;10;1.5;2.0;50.0;200.0;25.0;2;21.68611021071164;120.97182964515429;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
187206;1;1.0;1.0;0.0;0.0;0.0;1;6.822703895469538;41.58932227916058;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
187326;2;1.0;1.0;35.0;300.0;15.0;1;9.895131448993085;59.492248739566776;3;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
188565;5;1.0;1.0;50.0;1800.0;20.0;1;12.47420124324439;85.20035572356396;1;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
188922;3;1.0;1.0;40.0;200.0;5.0;1;3.1632355266355194;67.0;28;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
189288;4;1.0;2.0;40.0;150.0;15.0;2;5.247905246883434;90.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
190448;4;1.0;0.0;0.0;0.0;10.0;2;7.858517425823251;60.0;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
191023;2;1.0;1.0;10.0;250.0;25.0;1;1.0264549484844585;49.0;1;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
192052;4;1.0;0.0;35.0;0.0;5.0;2;3.0510569283208913;90.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
192103;4;1.0;1.0;35.0;0.0;5.0;2;3.0970139061098845;40.0;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
192499;2;1.0;1.0;0.0;0.0;10.0;1;1.5336857385068676;52.176678311029384;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
193625;2;1.0;1.0;0.0;0.0;18.0;1;2.949228588692122;215.0;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
194374;5;1.0;2.0;40.0;0.0;25.0;1;7.571846150817341;10.0;3;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
194465;2;1.5;1.0;35.0;250.0;15.0;1;3.3894036471269966;10.0;3;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
194546;4;1.0;1.0;35.0;0.0;19.0;2;0.9998337699695174;300.0;4;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
194694;2;1.0;1.0;17.0;100.0;0.0;1;6.050614839103449;50.0;3;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
195467;4;1.0;2.0;30.0;200.0;7.0;2;4.473088498636575;60.0;2;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
196149;4;1.0;2.0;35.0;150.0;25.0;2;3.130025860395509;74.9140162218985;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
196285;2;1.0;0.0;25.0;0.0;10.0;1;1.4616871038208092;38.0;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
197291;2;1.0;1.0;0.0;100.0;15.0;2;9.08883833057054;62.88368971201252;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
198584;1;2.0;1.0;30.0;200.0;25.0;1;5.453384696862092;25.0;7;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
198896;2;1.5;1.0;0.0;0.0;10.0;1;4.1515029202836695;20.0;1;False;True;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
200125;4;1.0;2.0;40.0;0.0;29.0;2;14.285103634604587;66.49058527000011;4;True;True;False;False;False;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
201224;2;1.0;1.0;49.0;0.0;30.0;2;3.0607638676736766;84.48423540543432;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
203634;4;2.0;2.0;70.0;750.0;25.0;2;4.536067477223032;10.0;4;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
204617;2;1.0;1.0;10.0;0.0;0.0;3;7.41671082106564;15.0;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
205296;4;1.0;2.0;60.0;0.0;20.0;2;11.981064228523884;100.0;5;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
206021;1;1.0;1.0;50.0;385.0;35.0;1;7.488797055155833;53.716556626800894;3;False;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
206454;2;1.0;1.0;30.0;150.0;10.0;1;3.2593991684178816;68.70525370458273;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
207740;5;2.0;3.0;75.0;500.0;0.0;1;2.1558325172987405;128.6697208409926;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
208495;2;1.0;1.0;30.0;300.0;20.0;1;4.171082879840575;71.53767910580602;2;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
209649;2;1.0;1.0;45.0;0.0;15.0;1;6.961085694610554;30.0;7;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
210734;5;1.0;1.0;38.0;0.0;10.0;4;5.2430412655480865;10.0;3;True;True;True;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
214491;1;1.0;1.0;30.0;0.0;30.0;1;2.503214626755785;52.63764598255218;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
214518;1;0.0;1.0;5.0;500.0;20.0;1;7.266512179646988;10.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
214784;2;1.0;1.0;20.0;0.0;20.0;1;2.0945752323405573;48.16290995857864;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
214855;3;1.0;1.0;0.0;0.0;15.0;1;3.353517899956622;53.656168326125716;3;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
220445;2;1.0;1.0;75.0;200.0;0.0;2;7.486985661209445;15.0;30;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
220808;2;0.5;1.0;20.0;0.0;20.0;1;9.62688173004813;11.0;2;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
221015;4;1.0;2.0;30.0;0.0;10.0;2;5.51588313170596;55.0;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
222784;2;1.0;1.0;60.0;500.0;10.0;1;5.260047505314777;76.78604007456772;60;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
223622;3;1.0;1.0;50.0;400.0;15.0;1;3.0113707304247352;48.0;2;False;False;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
226925;4;1.0;1.0;30.0;100.0;25.0;1;21.773778566687376;77.15290179860835;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
227072;5;2.0;3.0;40.0;0.0;20.0;4;3.696347294932966;94.32981754479908;5;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
228964;1;1.0;1.0;20.0;850.0;18.0;1;2.4114125610050112;70.10629997064618;1;False;False;False;True;False;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0
229075;4;1.0;2.0;35.0;200.0;10.0;2;1.9319700433174263;70.0;14;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
229099;1;1.0;1.0;0.0;0.0;10.0;1;14.10060886407209;15.0;1;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
229348;2;1.0;1.0;29.0;150.0;10.0;2;4.650047619345698;68.29840904208903;5;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
229363;2;1.0;1.0;29.0;150.0;10.0;2;4.63063341310681;68.29840904208903;4;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
229776;2;1.0;1.0;10.0;0.0;8.0;1;2.8459618782352822;10.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
230611;8;2.5;4.0;200.0;2400.0;10.0;4;12.270912279689009;19.0;60;False;True;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
230824;3;1.0;1.0;20.0;89.0;22.0;1;4.486617916415653;25.0;1;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
231220;1;1.0;1.0;30.0;150.0;0.0;1;8.14600910541426;46.559512377342635;60;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
231598;2;1.0;1.0;70.0;0.0;5.0;2;3.77386775283218;30.0;60;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
231853;2;1.0;1.0;30.0;500.0;0.0;1;1.699962914527993;60.64166753147512;60;False;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
233083;2;1.0;1.0;75.0;1000.0;15.0;2;7.3244080720632265;70.0;60;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
233453;2;1.0;1.0;20.0;0.0;13.0;1;3.0507590282841752;40.0;2;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
233770;4;1.0;1.0;25.0;0.0;12.0;2;14.095599050192734;59.26243408965327;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
235766;2;1.0;1.0;20.0;0.0;0.0;1;3.4650244894917837;50.680012196963226;120;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
236509;4;1.0;2.0;30.0;0.0;6.0;2;1.7436778180354326;30.0;90;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
236552;4;1.0;1.0;35.0;0.0;28.0;2;1.8391786889156077;24.0;1;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
237038;1;2.0;1.0;0.0;0.0;40.0;1;1.794241983939935;73.1119010514541;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
237359;2;1.0;1.0;30.0;0.0;15.0;1;12.730456711304308;43.0;5;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
237670;3;1.0;0.0;15.0;0.0;5.0;1;7.825963568237205;53.55004496660221;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
238275;4;1.0;2.0;30.0;0.0;10.0;1;2.433360074669989;60.0;8;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
238396;2;1.0;1.0;25.0;0.0;0.0;1;3.349238983176019;32.0;3;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
238569;2;1.0;1.0;35.0;0.0;8.0;1;5.305419320794731;45.0;4;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
239139;2;1.0;1.0;35.0;299.0;20.0;2;3.7452964078909265;46.0;90;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
239314;2;1.0;1.0;20.0;0.0;20.0;1;4.486114778725031;25.0;1;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
240169;2;1.0;1.0;25.0;150.0;12.0;1;3.478374566143362;10.0;3;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
240735;1;2.0;1.0;35.0;100.0;20.0;1;10.417822909306842;20.0;5;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
242366;2;1.0;1.0;49.0;200.0;18.0;2;3.9168068568729137;68.991310534989;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
242794;2;2.0;1.0;60.0;400.0;0.0;2;3.732510507158358;95.21488281126715;4;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
242908;4;1.0;1.0;38.0;0.0;0.0;1;18.931718422076365;61.81390360274407;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
242927;4;1.0;1.0;38.0;0.0;0.0;1;18.902045371440874;61.81390360274407;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
242978;4;1.0;0.0;20.0;150.0;5.0;2;5.738907060615983;45.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
243057;5;1.0;1.0;80.0;750.0;45.0;4;5.596652084174682;107.67550297154952;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
243063;5;1.0;2.0;55.0;100.0;11.0;2;3.002474463185954;102.082145489299;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
243081;8;1.0;2.0;60.0;100.0;16.0;2;3.083902228753181;100.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
243238;4;1.0;2.0;0.0;100.0;15.0;2;8.950844336181671;52.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
244425;3;1.0;1.0;50.0;800.0;10.0;2;3.9915438363639733;82.8562359860184;90;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
244924;3;1.0;1.0;15.0;100.0;15.0;1;3.5797977280098587;47.36433443473938;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
245744;6;1.0;3.0;45.0;120.0;0.0;1;2.324782623205318;100.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
245809;4;1.0;1.0;40.0;100.0;20.0;2;5.1825374812908205;68.12128668362793;2;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
245827;4;1.0;1.0;40.0;100.0;20.0;2;1.0056860998789952;48.0;2;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
248192;3;1.0;0.0;59.0;0.0;9.0;1;3.886409800910777;70.8549639081237;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
248375;3;1.5;1.0;20.0;200.0;10.0;1;6.278362168758582;15.0;14;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
249220;3;1.0;1.0;0.0;0.0;0.0;1;6.5664511420801075;49.45891332576513;2;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
249419;2;1.0;1.0;0.0;0.0;0.0;1;4.686694711182853;63.29096726822376;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
250007;4;1.0;1.0;30.0;0.0;10.0;2;3.658020953106715;69.20471395333757;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
250023;6;1.0;2.0;31.0;0.0;12.0;2;4.6313242476079255;68.0;90;False;True;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
250067;2;1.0;2.0;50.0;350.0;5.0;2;3.3266272453399894;57.0;4;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250121;1;1.0;1.0;0.0;0.0;0.0;1;3.190899058150676;49.10875528482816;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250138;2;1.0;1.0;0.0;0.0;0.0;1;3.142130723246445;50.347049164383705;7;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250171;2;1.0;1.0;0.0;0.0;0.0;1;3.067142250432097;52.021537844014574;3;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250253;6;2.0;2.0;50.0;100.0;11.0;2;6.846413808494899;68.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250376;8;1.0;1.0;40.0;300.0;45.0;1;3.4187743483252;93.05370393661067;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250684;4;1.0;1.0;0.0;0.0;0.0;1;3.034053074967253;67.53607385731397;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250687;3;1.0;1.0;25.0;0.0;18.0;1;3.559316709058557;57.062510700417015;3;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
250704;4;1.0;1.0;39.0;0.0;18.0;2;9.086209686990314;20.0;3;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250707;4;1.0;1.0;35.0;100.0;10.0;1;6.713990884752402;48.0;3;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250729;6;1.0;2.0;50.0;100.0;11.0;2;5.357665679646855;88.36720607406761;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
250753;6;1.5;2.0;50.0;100.0;10.0;2;2.688759949033239;73.0;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
251398;2;1.0;1.0;0.0;0.0;10.0;1;15.529722041577433;64.8547351390771;1;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
251548;4;1.0;2.0;39.0;400.0;30.0;2;1.4892822346249963;14.0;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
252664;2;1.0;1.0;30.0;400.0;10.0;1;4.161683176701488;69.44910835928539;2;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
252699;4;1.0;1.0;60.0;1600.0;20.0;2;3.390176557184164;84.90555782026662;60;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
252933;1;1.0;1.0;10.0;0.0;20.0;1;3.692641776795187;25.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
252967;4;2.0;1.0;15.0;0.0;16.0;1;4.654896210159891;63.45355047747293;2;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
252993;5;2.0;1.0;15.0;0.0;16.0;1;4.682807038624741;64.60114672714631;2;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
253005;2;2.0;1.0;15.0;0.0;16.0;1;4.594772915406071;5.0;2;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
253128;2;1.0;1.0;33.0;100.0;21.0;1;2.0845033418046635;60.00542661408318;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
254576;2;1.0;1.0;40.0;0.0;10.0;2;6.7974874150629745;63.96432290753216;91;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
254762;4;1.0;1.0;40.0;200.0;0.0;1;1.9672559047012164;50.0;93;True;False;True;True;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
254788;3;1.0;2.0;40.0;100.0;5.0;3;0.8311223394261559;100.0;93;True;False;False;True;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
255557;4;1.0;0.0;64.0;300.0;13.0;2;4.274120421012399;35.0;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
255722;5;1.0;2.0;0.0;150.0;7.0;2;1.4860865999680322;50.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
255778;6;1.0;2.0;30.0;0.0;10.0;3;2.751850122655934;300.0;2;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
255829;6;2.0;2.0;30.0;0.0;13.0;2;12.347975026750007;20.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
256058;1;1.0;1.0;29.0;0.0;0.0;1;1.3059172196201676;48.167030041937686;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
257317;2;1.0;2.0;30.0;100.0;5.0;2;6.0530937177434225;58.69013453835301;2;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
257373;3;2.0;0.0;49.0;200.0;25.0;2;4.074173012013614;104.0537763927487;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
257658;2;1.5;1.0;23.0;150.0;12.0;1;3.085406203968958;60.85838972933255;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
257766;2;1.5;1.0;60.0;500.0;25.0;1;1.892520812935948;100.0;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
260095;4;1.0;1.0;30.0;0.0;15.0;2;9.138293528398531;52.0;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
260104;2;1.0;1.0;36.0;0.0;0.0;1;4.650045743993977;68.0;5;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
261205;2;1.0;1.0;100.0;400.0;30.0;1;3.521295601568677;73.37581492093467;14;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
261452;2;1.0;1.0;20.0;0.0;5.0;2;4.087743152183876;58.97681240273877;3;True;True;True;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
261834;1;2.0;1.0;0.0;0.0;40.0;1;1.711312748200252;72.89385909341213;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
261937;1;1.0;1.0;30.0;500.0;10.0;1;4.097961141285788;48.914908275187265;58;False;True;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
263817;1;1.0;1.0;35.0;0.0;35.0;1;2.1073916537991852;61.60411039048212;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
264459;2;1.0;1.0;25.0;0.0;0.0;1;3.3680150936089426;32.0;2;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
265286;6;1.0;2.0;60.0;300.0;20.0;2;13.13613228060613;28.0;5;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
265354;4;1.0;1.0;0.0;0.0;0.0;1;2.9088984741931463;57.721585080551584;1;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
265389;1;0.0;1.0;0.0;0.0;0.0;1;2.9805114301132756;43.55666521163403;1;False;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
265394;2;0.0;1.0;0.0;0.0;0.0;1;2.964620887445693;45.01434565541817;1;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
265400;2;0.0;1.0;0.0;0.0;0.0;1;2.853808204245246;45.01434565541817;1;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
265402;3;0.0;1.0;0.0;0.0;25.0;1;2.942203469112057;52.214739511211626;1;False;True;True;True;False;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0
265408;4;0.0;1.0;0.0;0.0;24.0;1;3.041363218437893;67.48180030405136;1;False;True;True;True;False;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0
265416;6;0.0;1.0;0.0;0.0;20.0;1;2.9781083381023166;69.8096422003798;1;False;True;False;True;False;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0
265433;6;0.0;1.0;0.0;0.0;20.0;1;2.9129483727714174;69.91006966151969;1;False;True;True;True;False;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0
265444;8;0.0;1.0;0.0;0.0;20.0;1;2.9132566002160805;68.83834070009954;1;False;True;True;True;False;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0
265955;2;1.0;1.0;60.0;1000.0;12.0;1;3.8739501940894994;45.0;93;True;True;True;False;False;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0
266086;4;1.0;1.0;37.0;200.0;0.0;1;8.06735264169668;70.0;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
266181;2;1.0;1.0;15.0;150.0;12.0;1;3.869541443862854;36.0;7;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
267399;5;1.0;1.0;40.0;500.0;30.0;2;2.120745362702148;74.0;62;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
267764;3;1.0;1.0;35.0;400.0;10.0;2;3.9212617183475587;75.0;2;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
267951;4;1.0;2.0;30.0;250.0;30.0;1;4.729108311136413;71.76036002699891;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
268910;4;1.5;2.0;0.0;0.0;12.0;1;13.366077734531311;68.66059632804755;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
268967;2;1.0;1.0;20.0;0.0;5.0;2;3.8888333833916753;58.72773666367158;3;True;True;True;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
268974;4;1.0;1.0;0.0;0.0;10.0;2;10.809906258268104;30.0;5;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
269455;4;1.0;1.0;50.0;800.0;10.0;2;0.8241634485401055;102.3415557641046;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
270477;3;1.0;1.0;65.0;500.0;17.0;1;4.599441638745229;92.11650894899086;3;False;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
