;accommodates;bathrooms;bedrooms;price;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;host_has_profile_pic;room_type;bed_type;minimum_nights;instant_bookable;is_business_travel_ready;cancellation_policy;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed
204617;2;1.0;1.0;50.0;10.0;0.0;0.0;3;7.41671082106564;15.0;t;Entire home/apt;Real Bed;1;t;f;flexible;True;True;False;False;False
205296;4;1.0;2.0;100.0;60.0;0.0;20.0;2;11.981064228523884;100.0;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;True;True;True;False;False
206021;1;1.0;1.0;35.0;50.0;385.0;35.0;1;7.488797055155833;53.716556626800894;t;Private room;Real Bed;3;t;f;strict_14_with_grace_period;False;True;False;True;False
206454;2;1.0;1.0;70.0;30.0;150.0;10.0;1;3.2593991684178816;68.70525370458273;t;Entire home/apt;Real Bed;3;f;f;moderate;True;True;False;False;False
207740;5;2.0;3.0;195.0;75.0;500.0;0.0;1;2.1558325172987405;128.6697208409926;t;Entire home/apt;Real Bed;3;f;f;moderate;True;True;True;False;False
208495;2;1.0;1.0;150.0;30.0;300.0;20.0;1;4.171082879840575;71.53767910580602;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;False;False;True;False;False
209649;2;1.0;1.0;200.0;45.0;0.0;15.0;1;6.961085694610554;30.0;t;Private room;Real Bed;7;f;f;strict_14_with_grace_period;True;True;True;True;False
210734;5;1.0;1.0;165.0;38.0;0.0;10.0;4;5.2430412655480865;10.0;t;Entire home/apt;Real Bed;3;t;f;moderate;True;True;True;True;True
214491;1;1.0;1.0;35.0;30.0;0.0;30.0;1;2.503214626755785;52.63764598255218;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;False;True;False
214518;1;0.0;1.0;51.0;5.0;500.0;20.0;1;7.266512179646988;10.0;t;Private room;Real Bed;1;t;f;flexible;True;False;False;True;False
214784;2;1.0;1.0;35.0;20.0;0.0;20.0;1;2.0945752323405573;48.16290995857864;t;Private room;Real Bed;2;t;f;moderate;False;True;False;False;False
214855;3;1.0;1.0;45.0;0.0;0.0;15.0;1;3.353517899956622;53.656168326125716;t;Private room;Real Bed;3;t;f;moderate;True;True;True;True;False
220445;2;1.0;1.0;60.0;75.0;200.0;0.0;2;7.486985661209445;15.0;t;Entire home/apt;Real Bed;30;f;f;strict_14_with_grace_period;True;True;False;True;False
220808;2;0.5;1.0;45.0;20.0;0.0;20.0;1;9.62688173004813;11.0;t;Private room;Real Bed;2;f;f;moderate;True;True;True;True;False
221015;4;1.0;2.0;75.0;30.0;0.0;10.0;2;5.51588313170596;55.0;t;Entire home/apt;Real Bed;1;t;f;flexible;True;True;True;True;False
222784;2;1.0;1.0;69.0;60.0;500.0;10.0;1;5.260047505314777;76.78604007456772;t;Entire home/apt;Real Bed;60;f;f;strict_14_with_grace_period;True;True;True;True;False
223622;3;1.0;1.0;45.0;50.0;400.0;15.0;1;3.0113707304247352;48.0;t;Entire home/apt;Real Bed;2;f;f;moderate;False;False;True;False;True
226925;4;1.0;1.0;50.0;30.0;100.0;25.0;1;21.773778566687376;77.15290179860835;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;True;False;False
227072;5;2.0;3.0;110.0;40.0;0.0;20.0;4;3.696347294932966;94.32981754479908;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;True;True;True;False;False
228964;1;1.0;1.0;95.0;20.0;850.0;18.0;1;2.4114125610050112;70.10629997064618;t;Private room;Futon;1;f;f;strict_14_with_grace_period;False;False;False;True;False
229075;4;1.0;2.0;75.0;35.0;200.0;10.0;2;1.9319700433174263;70.0;t;Entire home/apt;Real Bed;14;f;f;moderate;True;True;True;True;False
229099;1;1.0;1.0;30.0;0.0;0.0;10.0;1;14.10060886407209;15.0;t;Private room;Real Bed;1;f;f;flexible;True;True;False;True;False
229348;2;1.0;1.0;65.0;29.0;150.0;10.0;2;4.650047619345698;68.29840904208903;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;True;True;False;True;False
229363;2;1.0;1.0;65.0;29.0;150.0;10.0;2;4.63063341310681;68.29840904208903;t;Entire home/apt;Real Bed;4;f;f;strict_14_with_grace_period;True;True;False;True;False
229776;2;1.0;1.0;46.0;10.0;0.0;8.0;1;2.8459618782352822;10.0;t;Private room;Real Bed;3;f;f;moderate;True;False;False;False;False
230611;8;2.5;4.0;65.0;200.0;2400.0;10.0;4;12.270912279689009;19.0;t;Entire home/apt;Real Bed;60;f;f;flexible;False;True;True;False;True
230824;3;1.0;1.0;28.0;20.0;89.0;22.0;1;4.486617916415653;25.0;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;True;True;False
231220;1;1.0;1.0;30.0;30.0;150.0;0.0;1;8.14600910541426;46.559512377342635;t;Entire home/apt;Real Bed;60;f;f;strict_14_with_grace_period;False;True;False;False;False
231598;2;1.0;1.0;49.0;70.0;0.0;5.0;2;3.77386775283218;30.0;t;Entire home/apt;Real Bed;60;f;f;strict_14_with_grace_period;True;True;True;True;False
231853;2;1.0;1.0;55.0;30.0;500.0;0.0;1;1.699962914527993;60.64166753147512;t;Entire home/apt;Real Bed;60;f;f;strict_14_with_grace_period;False;True;False;False;True
233083;2;1.0;1.0;98.0;75.0;1000.0;15.0;2;7.3244080720632265;70.0;t;Entire home/apt;Real Bed;60;f;f;strict_14_with_grace_period;True;True;False;False;False
233453;2;1.0;1.0;32.0;20.0;0.0;13.0;1;3.0507590282841752;40.0;t;Private room;Real Bed;2;f;f;moderate;False;False;True;False;False
233770;4;1.0;1.0;55.0;25.0;0.0;12.0;2;14.095599050192734;59.26243408965327;t;Entire home/apt;Real Bed;2;f;f;flexible;False;True;True;False;False
235766;2;1.0;1.0;39.0;20.0;0.0;0.0;1;3.4650244894917837;50.680012196963226;t;Entire home/apt;Real Bed;120;f;f;moderate;True;True;False;False;False
236509;4;1.0;2.0;82.0;30.0;0.0;6.0;2;1.7436778180354326;30.0;t;Entire home/apt;Real Bed;90;f;f;strict_14_with_grace_period;True;True;True;False;False
236552;4;1.0;1.0;46.0;35.0;0.0;28.0;2;1.8391786889156077;24.0;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;False;False;True
237038;1;2.0;1.0;60.0;0.0;0.0;40.0;1;1.794241983939935;73.1119010514541;t;Private room;Real Bed;2;f;f;moderate;True;False;False;True;False
237359;2;1.0;1.0;60.0;30.0;0.0;15.0;1;12.730456711304308;43.0;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;True;True;False;False;False
237670;3;1.0;0.0;43.0;15.0;0.0;5.0;1;7.825963568237205;53.55004496660221;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;True;True;True;True;False
238275;4;1.0;2.0;85.0;30.0;0.0;10.0;1;2.433360074669989;60.0;t;Entire home/apt;Real Bed;8;t;f;strict_14_with_grace_period;False;True;True;False;False
238396;2;1.0;1.0;60.0;25.0;0.0;0.0;1;3.349238983176019;32.0;t;Entire home/apt;Real Bed;3;t;f;strict_14_with_grace_period;False;False;True;False;False
238569;2;1.0;1.0;58.0;35.0;0.0;8.0;1;5.305419320794731;45.0;t;Private room;Real Bed;4;f;f;strict_14_with_grace_period;True;False;True;False;False
239139;2;1.0;1.0;55.0;35.0;299.0;20.0;2;3.7452964078909265;46.0;t;Private room;Real Bed;90;f;f;strict_14_with_grace_period;True;True;True;True;False
239314;2;1.0;1.0;30.0;20.0;0.0;20.0;1;4.486114778725031;25.0;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;True;True;False
240169;2;1.0;1.0;31.0;25.0;150.0;12.0;1;3.478374566143362;10.0;t;Private room;Real Bed;3;t;f;strict_14_with_grace_period;True;False;True;True;False
240735;1;2.0;1.0;35.0;35.0;100.0;20.0;1;10.417822909306842;20.0;t;Private room;Real Bed;5;f;f;moderate;True;True;False;False;False
242366;2;1.0;1.0;45.0;49.0;200.0;18.0;2;3.9168068568729137;68.991310534989;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;True;False;False
242794;2;2.0;1.0;100.0;60.0;400.0;0.0;2;3.732510507158358;95.21488281126715;t;Entire home/apt;Real Bed;4;f;f;moderate;True;True;False;False;False
242908;4;1.0;1.0;95.0;38.0;0.0;0.0;1;18.931718422076365;61.81390360274407;t;Entire home/apt;Real Bed;5;t;f;strict_14_with_grace_period;True;True;True;True;False
242927;4;1.0;1.0;95.0;38.0;0.0;0.0;1;18.902045371440874;61.81390360274407;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;True;True;True;True;False
242978;4;1.0;0.0;63.0;20.0;150.0;5.0;2;5.738907060615983;45.0;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;False;True;True;False;False
243057;5;1.0;1.0;175.0;80.0;750.0;45.0;4;5.596652084174682;107.67550297154952;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;True;True;False
243063;5;1.0;2.0;130.0;55.0;100.0;11.0;2;3.002474463185954;102.082145489299;t;Entire home/apt;Real Bed;1;f;f;strict_14_with_grace_period;True;True;True;False;False
243081;8;1.0;2.0;120.0;60.0;100.0;16.0;2;3.083902228753181;100.0;t;Entire home/apt;Real Bed;1;f;f;strict_14_with_grace_period;True;True;True;False;False
243238;4;1.0;2.0;64.0;0.0;100.0;15.0;2;8.950844336181671;52.0;t;Entire home/apt;Real Bed;2;t;f;flexible;True;True;True;False;False
244425;3;1.0;1.0;55.0;50.0;800.0;10.0;2;3.9915438363639733;82.8562359860184;t;Entire home/apt;Real Bed;90;f;f;strict_14_with_grace_period;True;True;True;False;False
244924;3;1.0;1.0;29.0;15.0;100.0;15.0;1;3.5797977280098587;47.36433443473938;t;Private room;Real Bed;1;f;f;flexible;True;False;False;False;False
245744;6;1.0;3.0;150.0;45.0;120.0;0.0;1;2.324782623205318;100.0;t;Entire home/apt;Real Bed;3;t;f;strict_14_with_grace_period;True;True;True;True;False
245809;4;1.0;1.0;76.0;40.0;100.0;20.0;2;5.1825374812908205;68.12128668362793;t;Entire home/apt;Real Bed;2;t;f;moderate;False;True;True;True;False
245827;4;1.0;1.0;79.0;40.0;100.0;20.0;2;1.0056860998789952;48.0;t;Entire home/apt;Real Bed;2;t;f;flexible;False;True;True;True;False
248192;3;1.0;0.0;49.0;59.0;0.0;9.0;1;3.886409800910777;70.8549639081237;t;Entire home/apt;Real Bed;1;t;f;strict_14_with_grace_period;True;True;True;True;False
248375;3;1.5;1.0;45.0;20.0;200.0;10.0;1;6.278362168758582;15.0;t;Private room;Real Bed;14;f;f;moderate;True;True;True;False;False
249220;3;1.0;1.0;45.0;0.0;0.0;0.0;1;6.5664511420801075;49.45891332576513;t;Private room;Real Bed;2;f;f;flexible;True;True;True;False;False
249419;2;1.0;1.0;91.0;0.0;0.0;0.0;1;4.686694711182853;63.29096726822376;t;Entire home/apt;Real Bed;3;t;f;flexible;True;True;True;True;False
250007;4;1.0;1.0;69.0;30.0;0.0;10.0;2;3.658020953106715;69.20471395333757;t;Entire home/apt;Real Bed;2;t;f;flexible;True;True;True;True;False
250023;6;1.0;2.0;70.0;31.0;0.0;12.0;2;4.6313242476079255;68.0;t;Entire home/apt;Real Bed;90;f;f;moderate;False;True;True;False;True
250067;2;1.0;2.0;55.0;50.0;350.0;5.0;2;3.3266272453399894;57.0;t;Entire home/apt;Real Bed;4;f;f;strict_14_with_grace_period;False;False;False;False;False
250121;1;1.0;1.0;45.0;0.0;0.0;0.0;1;3.190899058150676;49.10875528482816;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;False;False;False;False;False
250138;2;1.0;1.0;50.0;0.0;0.0;0.0;1;3.142130723246445;50.347049164383705;t;Private room;Real Bed;7;f;f;strict_14_with_grace_period;False;False;False;False;False
250171;2;1.0;1.0;55.0;0.0;0.0;0.0;1;3.067142250432097;52.021537844014574;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;False;False;True;False;False
250253;6;2.0;2.0;93.0;50.0;100.0;11.0;2;6.846413808494899;68.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;True;True;False
250376;8;1.0;1.0;175.0;40.0;300.0;45.0;1;3.4187743483252;93.05370393661067;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;False;False;True;False
250684;4;1.0;1.0;95.0;0.0;0.0;0.0;1;3.034053074967253;67.53607385731397;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;False;False;False;False;False
250687;3;1.0;1.0;52.0;25.0;0.0;18.0;1;3.559316709058557;57.062510700417015;t;Entire home/apt;Real Bed;3;t;f;strict_14_with_grace_period;False;True;False;True;False
250704;4;1.0;1.0;59.0;39.0;0.0;18.0;2;9.086209686990314;20.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;False;True;True;False;False
250707;4;1.0;1.0;58.0;35.0;100.0;10.0;1;6.713990884752402;48.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;False;True;True;True;False
250729;6;1.0;2.0;72.0;50.0;100.0;11.0;2;5.357665679646855;88.36720607406761;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;False;True;False
250753;6;1.5;2.0;95.0;50.0;100.0;10.0;2;2.688759949033239;73.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;False;True;False
251398;2;1.0;1.0;40.0;0.0;0.0;10.0;1;15.529722041577433;64.8547351390771;t;Private room;Real Bed;1;f;f;moderate;True;True;True;True;False
251548;4;1.0;2.0;55.0;39.0;400.0;30.0;2;1.4892822346249963;14.0;t;Entire home/apt;Real Bed;1;t;f;strict_14_with_grace_period;True;True;False;False;False
252664;2;1.0;1.0;79.0;30.0;400.0;10.0;1;4.161683176701488;69.44910835928539;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;True;False;False;True;False
252699;4;1.0;1.0;56.0;60.0;1600.0;20.0;2;3.390176557184164;84.90555782026662;t;Entire home/apt;Real Bed;60;f;f;moderate;False;True;True;False;False
252933;1;1.0;1.0;32.0;10.0;0.0;20.0;1;3.692641776795187;25.0;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;False;False;False;False
252967;4;2.0;1.0;32.0;15.0;0.0;16.0;1;4.654896210159891;63.45355047747293;t;Private room;Real Bed;2;f;f;flexible;False;True;True;True;False
252993;5;2.0;1.0;32.0;15.0;0.0;16.0;1;4.682807038624741;64.60114672714631;t;Private room;Real Bed;2;f;f;moderate;False;True;True;True;False
253005;2;2.0;1.0;28.0;15.0;0.0;16.0;1;4.594772915406071;5.0;t;Private room;Real Bed;2;f;f;moderate;False;True;True;True;False
253128;2;1.0;1.0;49.0;33.0;100.0;21.0;1;2.0845033418046635;60.00542661408318;t;Private room;Real Bed;3;t;f;moderate;True;False;True;False;False
254576;2;1.0;1.0;70.0;40.0;0.0;10.0;2;6.7974874150629745;63.96432290753216;t;Entire home/apt;Real Bed;91;f;f;moderate;True;True;True;False;False
254762;4;1.0;1.0;80.0;40.0;200.0;0.0;1;1.9672559047012164;50.0;t;Entire home/apt;Real Bed;93;f;f;strict_14_with_grace_period;True;False;True;True;True
254788;3;1.0;2.0;75.0;40.0;100.0;5.0;3;0.8311223394261559;100.0;t;Entire home/apt;Real Bed;93;f;f;strict_14_with_grace_period;True;False;False;True;True
255557;4;1.0;0.0;55.0;64.0;300.0;13.0;2;4.274120421012399;35.0;t;Entire home/apt;Real Bed;3;f;f;moderate;True;True;True;False;False
255722;5;1.0;2.0;65.0;0.0;150.0;7.0;2;1.4860865999680322;50.0;t;Entire home/apt;Real Bed;3;f;f;moderate;True;True;True;True;False
255778;6;1.0;2.0;96.0;30.0;0.0;10.0;3;2.751850122655934;300.0;t;Entire home/apt;Real Bed;2;f;f;moderate;False;True;True;True;False
255829;6;2.0;2.0;51.0;30.0;0.0;13.0;2;12.347975026750007;20.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;True;True;False
256058;1;1.0;1.0;33.0;29.0;0.0;0.0;1;1.3059172196201676;48.167030041937686;t;Private room;Real Bed;1;t;f;strict_14_with_grace_period;True;False;False;False;False
257317;2;1.0;2.0;59.0;30.0;100.0;5.0;2;6.0530937177434225;58.69013453835301;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;False;True;True;True;False
257373;3;2.0;0.0;99.0;49.0;200.0;25.0;2;4.074173012013614;104.0537763927487;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;False;False;False
257658;2;1.5;1.0;49.0;23.0;150.0;12.0;1;3.085406203968958;60.85838972933255;t;Private room;Real Bed;2;f;f;moderate;True;False;False;True;False
257766;2;1.5;1.0;148.0;60.0;500.0;25.0;1;1.892520812935948;100.0;t;Entire home/apt;Real Bed;5;t;f;flexible;True;True;True;True;False
260095;4;1.0;1.0;55.0;30.0;0.0;15.0;2;9.138293528398531;52.0;t;Entire home/apt;Real Bed;1;f;f;flexible;True;True;True;True;False
260104;2;1.0;1.0;69.0;36.0;0.0;0.0;1;4.650045743993977;68.0;t;Entire home/apt;Real Bed;5;f;f;moderate;True;True;False;False;False
261205;2;1.0;1.0;60.0;100.0;400.0;30.0;1;3.521295601568677;73.37581492093467;t;Entire home/apt;Real Bed;14;f;f;moderate;True;False;False;False;False
261452;2;1.0;1.0;55.0;20.0;0.0;5.0;2;4.087743152183876;58.97681240273877;t;Entire home/apt;Real Bed;3;t;f;moderate;True;True;True;True;True
261834;1;2.0;1.0;60.0;0.0;0.0;40.0;1;1.711312748200252;72.89385909341213;t;Private room;Real Bed;2;f;f;moderate;True;False;False;True;False
261937;1;1.0;1.0;29.0;30.0;500.0;10.0;1;4.097961141285788;48.914908275187265;t;Private room;Real Bed;58;f;f;strict_14_with_grace_period;False;True;True;False;True
263817;1;1.0;1.0;45.0;35.0;0.0;35.0;1;2.1073916537991852;61.60411039048212;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;True;False;True;False
264459;2;1.0;1.0;60.0;25.0;0.0;0.0;1;3.3680150936089426;32.0;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;False;True;True;True;False
265286;6;1.0;2.0;75.0;60.0;300.0;20.0;2;13.13613228060613;28.0;t;Entire home/apt;Real Bed;5;f;f;moderate;False;True;False;False;False
265354;4;1.0;1.0;60.0;0.0;0.0;0.0;1;2.9088984741931463;57.721585080551584;t;Private room;Real Bed;1;f;f;moderate;False;True;True;True;False
265389;1;0.0;1.0;19.0;0.0;0.0;0.0;1;2.9805114301132756;43.55666521163403;t;Private room;Real Bed;1;f;f;moderate;False;True;False;True;False
265394;2;0.0;1.0;29.0;0.0;0.0;0.0;1;2.964620887445693;45.01434565541817;t;Private room;Real Bed;1;f;f;moderate;False;True;True;True;False
265400;2;0.0;1.0;29.0;0.0;0.0;0.0;1;2.853808204245246;45.01434565541817;t;Private room;Real Bed;1;f;f;moderate;False;True;True;True;False
265402;3;0.0;1.0;9.0;0.0;0.0;25.0;1;2.942203469112057;52.214739511211626;t;Shared room;Real Bed;1;f;f;moderate;False;True;True;True;False
265408;4;0.0;1.0;9.0;0.0;0.0;24.0;1;3.041363218437893;67.48180030405136;t;Shared room;Real Bed;1;f;f;moderate;False;True;True;True;False
265416;6;0.0;1.0;9.0;0.0;0.0;20.0;1;2.9781083381023166;69.8096422003798;t;Shared room;Real Bed;1;f;f;moderate;False;True;False;True;False
265433;6;0.0;1.0;9.0;0.0;0.0;20.0;1;2.9129483727714174;69.91006966151969;t;Shared room;Real Bed;1;f;f;moderate;False;True;True;True;False
265444;8;0.0;1.0;9.0;0.0;0.0;20.0;1;2.9132566002160805;68.83834070009954;t;Shared room;Real Bed;1;f;f;moderate;False;True;True;True;False
265955;2;1.0;1.0;55.0;60.0;1000.0;12.0;1;3.8739501940894994;45.0;t;Entire home/apt;Pull-out Sofa;93;f;f;strict_14_with_grace_period;True;True;True;False;False
266086;4;1.0;1.0;85.0;37.0;200.0;0.0;1;8.06735264169668;70.0;t;Entire home/apt;Real Bed;3;f;f;flexible;False;True;False;False;False
266181;2;1.0;1.0;48.0;15.0;150.0;12.0;1;3.869541443862854;36.0;t;Entire home/apt;Real Bed;7;t;f;flexible;True;False;False;False;False
267399;5;1.0;1.0;55.0;40.0;500.0;30.0;2;2.120745362702148;74.0;t;Entire home/apt;Real Bed;62;f;f;strict_14_with_grace_period;True;False;True;False;False
267764;3;1.0;1.0;129.0;35.0;400.0;10.0;2;3.9212617183475587;75.0;t;Entire home/apt;Real Bed;2;f;f;moderate;True;False;True;False;False
267951;4;1.0;2.0;69.0;30.0;250.0;30.0;1;4.729108311136413;71.76036002699891;t;Entire home/apt;Real Bed;2;t;f;moderate;True;True;True;True;False
268910;4;1.5;2.0;46.0;0.0;0.0;12.0;1;13.366077734531311;68.66059632804755;t;Entire home/apt;Real Bed;3;f;f;moderate;True;True;True;False;False
268967;2;1.0;1.0;55.0;20.0;0.0;5.0;2;3.8888333833916753;58.72773666367158;t;Entire home/apt;Real Bed;3;t;f;moderate;True;True;True;True;True
268974;4;1.0;1.0;53.0;0.0;0.0;10.0;2;10.809906258268104;30.0;t;Entire home/apt;Real Bed;5;f;f;moderate;True;True;True;False;False
269455;4;1.0;1.0;65.0;50.0;800.0;10.0;2;0.8241634485401055;102.3415557641046;t;Entire home/apt;Real Bed;1;f;f;moderate;True;True;True;True;False
270477;3;1.0;1.0;89.0;65.0;500.0;17.0;1;4.599441638745229;92.11650894899086;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;False;False;True;True;False
271340;2;1.0;1.0;70.0;30.0;0.0;0.0;1;3.995949805708983;100.0;t;Entire home/apt;Real Bed;5;t;f;moderate;True;False;False;False;False
271739;2;1.0;1.0;43.0;10.0;300.0;15.0;1;1.0845951157687128;80.0;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;True;False;False;False;False
273011;8;2.5;2.0;125.0;60.0;2000.0;20.0;2;7.311516903551604;115.42772495367548;t;Entire home/apt;Real Bed;3;t;f;strict_14_with_grace_period;True;True;True;False;False
273076;4;1.0;1.0;61.0;30.0;200.0;12.0;2;5.499647769465853;63.0;t;Entire home/apt;Real Bed;4;f;f;moderate;True;True;True;True;False
273106;4;1.0;1.0;64.0;32.0;150.0;12.0;2;5.557486387213326;63.0;t;Entire home/apt;Real Bed;62;f;f;moderate;False;True;True;False;False
274623;2;1.0;1.0;65.0;30.0;0.0;10.0;1;2.98629851537001;68.07769376136069;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;False;True;False;False;False
274686;3;1.0;1.0;80.0;20.0;400.0;30.0;2;2.446820666714625;70.98145309775815;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;False;False;False;False
274798;2;1.0;1.0;55.0;50.0;175.0;25.0;1;2.8044707803525197;100.0;t;Private room;Real Bed;2;t;f;strict_14_with_grace_period;False;False;False;True;False
275472;4;1.0;3.0;70.0;60.0;400.0;35.0;1;3.6384133088247967;85.0;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;True;True;False;False;False
276044;4;1.0;1.0;50.0;50.0;900.0;10.0;2;4.016127691449639;85.45734044400656;t;Entire home/apt;Real Bed;90;f;f;moderate;True;True;True;False;False
277653;4;1.0;2.0;59.0;40.0;1000.0;10.0;2;4.088234081180916;74.09590780368903;t;Entire home/apt;Real Bed;60;t;f;strict_14_with_grace_period;True;True;True;False;True
278860;5;1.5;3.0;65.0;50.0;300.0;20.0;1;3.103994306298051;95.37501322297614;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;False;False;True;False;False
279344;2;1.0;2.0;76.0;69.0;200.0;20.0;1;3.041811140958851;84.91737052916284;t;Private room;Real Bed;2;f;f;moderate;True;False;False;False;False
279504;3;1.0;2.0;45.0;150.0;500.0;30.0;4;1.6442623281354805;63.0;t;Entire home/apt;Real Bed;270;f;f;strict_14_with_grace_period;True;False;False;False;False
281152;3;1.0;2.0;60.0;60.0;500.0;0.0;1;5.205733355291522;71.63607007710073;t;Entire home/apt;Real Bed;14;f;f;strict_14_with_grace_period;False;True;True;False;False
282214;1;1.0;1.0;29.0;0.0;150.0;0.0;1;6.838472400295951;43.83804458090799;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;False;True;False;False;False
282773;2;1.0;1.0;34.0;30.0;800.0;0.0;1;7.516598649087483;100.0;t;Entire home/apt;Real Bed;30;t;f;flexible;False;True;False;False;False
